fid,gbifID,occurrenceID,order,family,genus,species
2357,4295771355,URN:catalog:CLO:EBIRD:OBS1331009387,Columbiformes,Columbidae,Geopelia,Geopelia striata
2358,3629301407,URN:catalog:CLO:EBIRD:OBS1145763446,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2359,3553708912,URN:catalog:CLO:EBIRD:OBS1119942868,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2360,4187608517,URN:catalog:CLO:EBIRD:OBS1313293450,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2361,4300433131,URN:catalog:CLO:EBIRD:OBS1357342905,Passeriformes,Laniidae,Lanius,Lanius cristatus
2362,3625973436,URN:catalog:CLO:EBIRD:OBS1117836181,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2363,3614832756,URN:catalog:CLO:EBIRD:OBS1274963895,Columbiformes,Columbidae,Columba,Columba livia
2364,5417561617,URN:catalog:CLO:EBIRD:OBS2252604476,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2365,4769796429,URN:catalog:CLO:EBIRD:OBS1833420640,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2366,4759756168,URN:catalog:CLO:EBIRD:OBS1794104829,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2367,3624950110,URN:catalog:CLO:EBIRD:OBS1117836180,Passeriformes,Passeridae,Passer,Passer montanus
2368,4300535308,URN:catalog:CLO:EBIRD:OBS1315919612,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2369,3591169241,URN:catalog:CLO:EBIRD:OBS1103447751,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2370,3634584060,URN:catalog:CLO:EBIRD:OBS1216853901,Columbiformes,Columbidae,Geopelia,Geopelia striata
2371,4633879155,URN:catalog:CLO:EBIRD:OBS1853007221,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2372,3278393101,URN:catalog:CLO:EBIRD:OBS1007299903,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2373,3271380094,URN:catalog:CLO:EBIRD:OBS1011600291,Passeriformes,Laniidae,Lanius,Lanius cristatus
2374,3652301482,URN:catalog:CLO:EBIRD:OBS1099630419,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2375,5700503358,URN:catalog:CLO:EBIRD:OBS2220359428,Passeriformes,Passeridae,Passer,Passer montanus
2376,5363624343,URN:catalog:CLO:EBIRD:OBS2540247936,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2377,3291167990,URN:catalog:CLO:EBIRD:OBS1011598505,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2379,3693811267,URN:catalog:CLO:EBIRD:OBS1251721847,Passeriformes,Laniidae,Lanius,Lanius cristatus
2380,3283583916,URN:catalog:CLO:EBIRD:OBS1027283632,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2381,3675228660,URN:catalog:CLO:EBIRD:OBS1140362953,Columbiformes,Columbidae,Geopelia,Geopelia striata
2382,3673260520,URN:catalog:CLO:EBIRD:OBS1121865206,Passeriformes,Passeridae,Passer,Passer montanus
2383,4707249500,URN:catalog:CLO:EBIRD:OBS1639025785,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2384,3683215070,URN:catalog:CLO:EBIRD:OBS1117992352,Passeriformes,Passeridae,Passer,Passer montanus
2385,3639722110,URN:catalog:CLO:EBIRD:OBS1241367929,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2386,3577270021,URN:catalog:CLO:EBIRD:OBS1237382197,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2387,3533136488,URN:catalog:CLO:EBIRD:OBS1112488557,Columbiformes,Columbidae,Columba,Columba livia
2388,3283590903,URN:catalog:CLO:EBIRD:OBS1027283633,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
2389,5568047518,URN:catalog:CLO:EBIRD:OBS2019954480,Columbiformes,Columbidae,Geopelia,Geopelia striata
2390,4238833111,URN:catalog:CLO:EBIRD:OBS1430311530,Passeriformes,Passeridae,Passer,Passer montanus
2391,3600766149,URN:catalog:CLO:EBIRD:OBS1233303391,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2392,3292106819,URN:catalog:CLO:EBIRD:OBS962390843,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2393,4773488352,URN:catalog:CLO:EBIRD:OBS1895420881,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos
2394,3572285726,URN:catalog:CLO:EBIRD:OBS1237382192,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2395,3158024512,URN:catalog:CLO:EBIRD:OBS915645737,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2396,5654509096,URN:catalog:CLO:EBIRD:OBS1956776321,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2397,3564026425,URN:catalog:CLO:EBIRD:OBS1129095550,Columbiformes,Columbidae,Geopelia,Geopelia striata
2398,3626542184,URN:catalog:CLO:EBIRD:OBS1233303390,Passeriformes,Passeridae,Passer,Passer montanus
2399,4283724931,URN:catalog:CLO:EBIRD:OBS1315916220,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2400,4199859949,URN:catalog:CLO:EBIRD:OBS1344442083,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2401,3611224346,URN:catalog:CLO:EBIRD:OBS1116028579,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2402,3631353001,URN:catalog:CLO:EBIRD:OBS1290831789,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2404,5408455427,URN:catalog:CLO:EBIRD:OBS2737179477,Passeriformes,Sturnidae,Agropsar,Agropsar philippensis
2405,3589257666,URN:catalog:CLO:EBIRD:OBS1091761602,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2406,4770202374,URN:catalog:CLO:EBIRD:OBS1794104835,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2407,3279997340,URN:catalog:CLO:EBIRD:OBS1002671435,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2408,4389068219,URN:catalog:CLO:EBIRD:OBS1429752897,Passeriformes,Estrildidae,Lonchura,Lonchura punctulata
2409,5331381482,URN:catalog:CLO:EBIRD:OBS2287226727,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2410,3224045059,URN:catalog:CLO:EBIRD:OBS865788037,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2411,3236643809,URN:catalog:CLO:EBIRD:OBS845949804,Passeriformes,Laniidae,Lanius,Lanius cristatus
2412,3609842073,URN:catalog:CLO:EBIRD:OBS1242464198,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2413,3228238114,URN:catalog:CLO:EBIRD:OBS865788038,Passeriformes,Passeridae,Passer,Passer montanus
2414,4237568335,URN:catalog:CLO:EBIRD:OBS1470627199,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2415,4735507151,URN:catalog:CLO:EBIRD:OBS1882362486,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2416,3587164836,URN:catalog:CLO:EBIRD:OBS1073187022,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2417,3659325746,URN:catalog:CLO:EBIRD:OBS1267078239,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2418,3538130561,URN:catalog:CLO:EBIRD:OBS1121887080,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2419,4306603883,URN:catalog:CLO:EBIRD:OBS1324153268,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2420,4324962980,URN:catalog:CLO:EBIRD:OBS1329314374,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2421,4204184871,URN:catalog:CLO:EBIRD:OBS1518646406,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2422,3536186102,URN:catalog:CLO:EBIRD:OBS1093523351,Passeriformes,Laniidae,Lanius,Lanius cristatus
2423,4202272568,URN:catalog:CLO:EBIRD:OBS1339262652,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax caledonicus
2424,4771701403,URN:catalog:CLO:EBIRD:OBS1597543447,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2425,4189222288,URN:catalog:CLO:EBIRD:OBS1518646407,Columbiformes,Columbidae,Treron,Treron vernans
2426,5391489835,URN:catalog:CLO:EBIRD:OBS1954958728,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2427,3579850955,URN:catalog:CLO:EBIRD:OBS1246521936,Columbiformes,Columbidae,Treron,Treron vernans
2428,3607569172,URN:catalog:CLO:EBIRD:OBS1103447747,Passeriformes,Passeridae,Passer,Passer montanus
2429,3516447854,URN:catalog:CLO:EBIRD:OBS1121887077,Passeriformes,Passeridae,Passer,Passer montanus
2430,3539733333,URN:catalog:CLO:EBIRD:OBS1251715620,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
2431,5348097067,URN:catalog:CLO:EBIRD:OBS1949799957,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2432,3193208573,URN:catalog:CLO:EBIRD:OBS1008206968,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2433,3541110736,URN:catalog:CLO:EBIRD:OBS1073190933,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2434,3624415591,URN:catalog:CLO:EBIRD:OBS1165842383,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2435,4331972052,URN:catalog:CLO:EBIRD:OBS1323152445,Columbiformes,Columbidae,Geopelia,Geopelia striata
2436,3574572623,URN:catalog:CLO:EBIRD:OBS1246521937,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2437,4359162837,URN:catalog:CLO:EBIRD:OBS1591411424,Pelecaniformes,Ardeidae,Ardeola,Ardeola speciosa
2438,3512584255,URN:catalog:CLO:EBIRD:OBS1121887079,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2439,4753847448,URN:catalog:CLO:EBIRD:OBS1882362489,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2440,3508696490,URN:catalog:CLO:EBIRD:OBS1095984214,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2441,3150444580,URN:catalog:CLO:EBIRD:OBS915632773,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2442,3673021866,URN:catalog:CLO:EBIRD:OBS1073188617,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2443,3683354230,URN:catalog:CLO:EBIRD:OBS1117992365,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2444,3564755898,URN:catalog:CLO:EBIRD:OBS1129097883,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2445,3544430847,URN:catalog:CLO:EBIRD:OBS1073190934,Columbiformes,Columbidae,Geopelia,Geopelia striata
2446,3661922151,URN:catalog:CLO:EBIRD:OBS1267078243,Columbiformes,Columbidae,Geopelia,Geopelia striata
2447,3583118808,URN:catalog:CLO:EBIRD:OBS1233293247,Pelecaniformes,Ardeidae,Butorides,Butorides striata
2448,3635474038,URN:catalog:CLO:EBIRD:OBS1274963887,Passeriformes,Campephagidae,Lalage,Lalage nigra
2449,4224839934,URN:catalog:CLO:EBIRD:OBS1328069998,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2450,4758334585,URN:catalog:CLO:EBIRD:OBS1794104826,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2451,4321545250,URN:catalog:CLO:EBIRD:OBS1357358309,Passeriformes,Corvidae,Corvus,
2452,4639963654,URN:catalog:CLO:EBIRD:OBS1721893885,Psittaciformes,Psittacidae,Cacatua,Cacatua alba
2453,4195404083,URN:catalog:CLO:EBIRD:OBS1357342909,Coraciiformes,Alcedinidae,Halcyon,Halcyon gularis
2454,3155223610,URN:catalog:CLO:EBIRD:OBS920391197,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
2455,4708547344,URN:catalog:CLO:EBIRD:OBS1639029372,Passeriformes,Corvidae,Corvus,
2456,3602058842,URN:catalog:CLO:EBIRD:OBS1103447737,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2457,5587950471,URN:catalog:CLO:EBIRD:OBS1951485398,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2458,3514374059,URN:catalog:CLO:EBIRD:OBS1098562094,Coraciiformes,Meropidae,Merops,Merops philippinus
2459,4677275618,URN:catalog:CLO:EBIRD:OBS1895417510,Passeriformes,Passeridae,Passer,Passer montanus
2460,3609026912,URN:catalog:CLO:EBIRD:OBS1098581577,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2461,3607829325,URN:catalog:CLO:EBIRD:OBS1233303398,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2462,3238419151,URN:catalog:CLO:EBIRD:OBS933608510,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2463,4637210496,URN:catalog:CLO:EBIRD:OBS1853824761,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2464,3256950810,URN:catalog:CLO:EBIRD:OBS1011600300,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2466,4221803983,URN:catalog:CLO:EBIRD:OBS1344447028,Columbiformes,Columbidae,Geopelia,Geopelia striata
2467,3279335069,URN:catalog:CLO:EBIRD:OBS1002671442,Passeriformes,Laniidae,Lanius,Lanius cristatus
2468,3519857453,URN:catalog:CLO:EBIRD:OBS1117989312,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2469,3206194539,URN:catalog:CLO:EBIRD:OBS998238266,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2470,3289747756,URN:catalog:CLO:EBIRD:OBS996913139,Columbiformes,Columbidae,Geopelia,Geopelia striata
2471,3238817075,URN:catalog:CLO:EBIRD:OBS862813319,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2472,3523349160,URN:catalog:CLO:EBIRD:OBS1073375427,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2473,4823181235,URN:catalog:CLO:EBIRD:OBS1726712716,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2474,3659018610,URN:catalog:CLO:EBIRD:OBS1234561851,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2475,3244436472,URN:catalog:CLO:EBIRD:OBS971676018,Columbiformes,Columbidae,Geopelia,Geopelia striata
2476,4743937729,URN:catalog:CLO:EBIRD:OBS1726731389,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2477,5380843732,URN:catalog:CLO:EBIRD:OBS2370318776,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2479,3664093973,URN:catalog:CLO:EBIRD:OBS1267078226,Passeriformes,Campephagidae,Lalage,Lalage nigra
2480,5315530268,URN:catalog:CLO:EBIRD:OBS2031188667,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2481,4615965969,URN:catalog:CLO:EBIRD:OBS1800847862,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2482,4180080989,URN:catalog:CLO:EBIRD:OBS1477838894,Passeriformes,Passeridae,Passer,Passer montanus
2483,3150271515,URN:catalog:CLO:EBIRD:OBS915653661,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2485,3655075838,URN:catalog:CLO:EBIRD:OBS1073180986,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2486,4310139782,URN:catalog:CLO:EBIRD:OBS1357342914,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2487,4831541695,URN:catalog:CLO:EBIRD:OBS1726709396,Passeriformes,Campephagidae,Lalage,Lalage nigra
2488,4791890583,URN:catalog:CLO:EBIRD:OBS1726741957,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2489,4738729357,URN:catalog:CLO:EBIRD:OBS1737370494,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2490,4272063234,URN:catalog:CLO:EBIRD:OBS1385753889,Columbiformes,Columbidae,Geopelia,Geopelia striata
2491,3629295949,URN:catalog:CLO:EBIRD:OBS1086340978,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2492,3669174140,URN:catalog:CLO:EBIRD:OBS1073188624,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
2493,3599264305,URN:catalog:CLO:EBIRD:OBS1073188531,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2494,4393238755,URN:catalog:CLO:EBIRD:OBS1479578037,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2495,4740248204,URN:catalog:CLO:EBIRD:OBS1726712629,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2496,3609763848,URN:catalog:CLO:EBIRD:OBS1079221174,Passeriformes,Passeridae,Passer,Passer montanus
2497,5521900241,URN:catalog:CLO:EBIRD:OBS1956764493,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2498,5466686195,URN:catalog:CLO:EBIRD:OBS1956772187,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2499,3577258428,URN:catalog:CLO:EBIRD:OBS1237382185,Passeriformes,Corvidae,Corvus,
2500,3211042382,URN:catalog:CLO:EBIRD:OBS1008206966,Columbiformes,Columbidae,Geopelia,Geopelia striata
2501,4332471900,URN:catalog:CLO:EBIRD:OBS1313293443,Columbiformes,Columbidae,Geopelia,Geopelia striata
2502,3542393514,URN:catalog:CLO:EBIRD:OBS1049205648,Columbiformes,Columbidae,Geopelia,Geopelia striata
2503,3670224280,URN:catalog:CLO:EBIRD:OBS1122473253,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2504,4750474717,URN:catalog:CLO:EBIRD:OBS1726725210,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2505,4678592590,URN:catalog:CLO:EBIRD:OBS1630537593,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2506,3264637922,URN:catalog:CLO:EBIRD:OBS971676022,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2508,3646049483,URN:catalog:CLO:EBIRD:OBS1219817902,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2509,3194822447,URN:catalog:CLO:EBIRD:OBS998238269,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2510,5304655913,URN:catalog:CLO:EBIRD:OBS2040682531,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2511,4296581942,URN:catalog:CLO:EBIRD:OBS1350512002,Passeriformes,Laniidae,Lanius,Lanius cristatus
2512,4197040040,URN:catalog:CLO:EBIRD:OBS1323152451,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2513,5527591212,URN:catalog:CLO:EBIRD:OBS2534898627,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2514,5628834631,URN:catalog:CLO:EBIRD:OBS2552281875,Columbiformes,Columbidae,Geopelia,Geopelia striata
2515,5351617955,URN:catalog:CLO:EBIRD:OBS1956776303,Passeriformes,Laniidae,Lanius,Lanius cristatus
2516,3644523156,URN:catalog:CLO:EBIRD:OBS1242462499,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
2517,3148632730,URN:catalog:CLO:EBIRD:OBS915795106,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
2518,3226803178,URN:catalog:CLO:EBIRD:OBS916172614,Passeriformes,Passeridae,Passer,Passer montanus
2519,5439576568,URN:catalog:CLO:EBIRD:OBS2552281871,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2520,3673002633,URN:catalog:CLO:EBIRD:OBS1117992330,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2521,3664156440,URN:catalog:CLO:EBIRD:OBS1234561853,Passeriformes,Passeridae,Passer,Passer montanus
2522,3508594621,URN:catalog:CLO:EBIRD:OBS1083433226,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2523,4764331540,URN:catalog:CLO:EBIRD:OBS1754909050,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
2524,4693611247,URN:catalog:CLO:EBIRD:OBS1800847855,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2525,3159347846,URN:catalog:CLO:EBIRD:OBS920391204,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
2526,3540118297,URN:catalog:CLO:EBIRD:OBS1114411734,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2527,4785901519,URN:catalog:CLO:EBIRD:OBS1639025170,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2528,3513984671,URN:catalog:CLO:EBIRD:OBS1112488573,Columbiformes,Columbidae,Geopelia,Geopelia striata
2529,3526083985,URN:catalog:CLO:EBIRD:OBS1119942870,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2530,3232585087,URN:catalog:CLO:EBIRD:OBS922352526,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2531,4758197341,URN:catalog:CLO:EBIRD:OBS1737370484,Passeriformes,Locustellidae,Megalurus,Megalurus palustris
2532,3272601382,URN:catalog:CLO:EBIRD:OBS1002671439,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2533,3552887950,URN:catalog:CLO:EBIRD:OBS1233303388,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2534,3675172558,URN:catalog:CLO:EBIRD:OBS1121865205,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2535,3622804945,URN:catalog:CLO:EBIRD:OBS1260328588,Accipitriformes,Accipitridae,Butastur,Butastur indicus
2536,4229682216,URN:catalog:CLO:EBIRD:OBS1389690039,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2537,4653439574,URN:catalog:CLO:EBIRD:OBS1721901515,Passeriformes,Campephagidae,Lalage,Lalage nigra
2538,4835515433,URN:catalog:CLO:EBIRD:OBS1764781948,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2539,5685626809,URN:catalog:CLO:EBIRD:OBS2560204080,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2540,5611397739,URN:catalog:CLO:EBIRD:OBS2414893829,Passeriformes,Corvidae,Corvus,
2542,3257075892,URN:catalog:CLO:EBIRD:OBS848844814,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
2543,4205170110,URN:catalog:CLO:EBIRD:OBS1475196190,Columbiformes,Columbidae,Columba,Columba livia
2544,4300687979,URN:catalog:CLO:EBIRD:OBS1429752893,Gruiformes,Rallidae,Gallirallus,Gallirallus torquatus
2545,4688681684,URN:catalog:CLO:EBIRD:OBS1632529951,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2546,5349560855,URN:catalog:CLO:EBIRD:OBS2414893826,Passeriformes,Estrildidae,Lonchura,Lonchura atricapilla
2547,3620953310,URN:catalog:CLO:EBIRD:OBS1119129888,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
2548,4270112514,URN:catalog:CLO:EBIRD:OBS1588575182,Apodiformes,Apodidae,Collocalia,Collocalia troglodytes
2549,3247664500,URN:catalog:CLO:EBIRD:OBS915640008,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
2550,4674822078,URN:catalog:CLO:EBIRD:OBS1895420883,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2551,4188411404,URN:catalog:CLO:EBIRD:OBS1588575176,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2552,4732255796,URN:catalog:CLO:EBIRD:OBS1726725212,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2553,3589914767,URN:catalog:CLO:EBIRD:OBS1084314133,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
2555,5560621357,URN:catalog:CLO:EBIRD:OBS2414893831,Columbiformes,Columbidae,Geopelia,Geopelia striata
2556,3680281849,URN:catalog:CLO:EBIRD:OBS1102780585,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2559,4202003052,URN:catalog:CLO:EBIRD:OBS1591411428,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
2560,3533494999,URN:catalog:CLO:EBIRD:OBS1073375429,Passeriformes,Passeridae,Passer,Passer montanus
2561,4208781896,URN:catalog:CLO:EBIRD:OBS1336401559,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
2562,3546710030,URN:catalog:CLO:EBIRD:OBS1073190943,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2563,5515031529,URN:catalog:CLO:EBIRD:OBS2431090542,Columbiformes,Columbidae,Geopelia,Geopelia striata
2564,3639729759,URN:catalog:CLO:EBIRD:OBS1086340979,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2565,4632888755,URN:catalog:CLO:EBIRD:OBS1726725216,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
2566,4332189474,URN:catalog:CLO:EBIRD:OBS1429755151,Passeriformes,Campephagidae,Lalage,Lalage nigra
2567,4739497141,URN:catalog:CLO:EBIRD:OBS1726712626,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
2568,3152742719,URN:catalog:CLO:EBIRD:OBS917214300,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
2569,3231453830,URN:catalog:CLO:EBIRD:OBS845949800,Columbiformes,Columbidae,Geopelia,Geopelia striata
2570,3169707521,URN:catalog:CLO:EBIRD:OBS915645739,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2571,4738991192,URN:catalog:CLO:EBIRD:OBS1902983500,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
2572,3178218605,URN:catalog:CLO:EBIRD:OBS976509748,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
2573,3507637109,URN:catalog:CLO:EBIRD:OBS1073368665,Columbiformes,Columbidae,Geopelia,Geopelia striata
2574,3546300426,URN:catalog:CLO:EBIRD:OBS1266508556,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2575,4314900453,URN:catalog:CLO:EBIRD:OBS1315919615,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2577,4278963681,URN:catalog:CLO:EBIRD:OBS1429752892,Apodiformes,Apodidae,Collocalia,Collocalia marginata
2578,3645143711,URN:catalog:CLO:EBIRD:OBS1117792185,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
2579,3671299204,URN:catalog:CLO:EBIRD:OBS1122473262,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
2580,5297853157,URN:catalog:CLO:EBIRD:OBS1949798052,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
2581,5486135399,URN:catalog:CLO:EBIRD:OBS1956775080,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
2582,4760743591,URN:catalog:CLO:EBIRD:OBS1597543444,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
2583,4324779128,URN:catalog:CLO:EBIRD:OBS1509740662,Pelecaniformes,Ardeidae,Ardea,
2584,3669894766,URN:catalog:CLO:EBIRD:OBS1241360932,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2585,3146165867,URN:catalog:CLO:EBIRD:OBS870451555,Columbiformes,Columbidae,Geopelia,Geopelia striata
2586,4810205647,URN:catalog:CLO:EBIRD:OBS1726712704,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
2587,4746991223,URN:catalog:CLO:EBIRD:OBS1721892639,Passeriformes,Locustellidae,Megalurus,Megalurus palustris
2588,3600112925,URN:catalog:CLO:EBIRD:OBS1132503812,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
