fid,gbifID,occurrenceID,order,family,genus,species
1,3649993938,URN:catalog:CLO:EBIRD:OBS1082880916,Passeriformes,Laniidae,Lanius,Lanius cristatus
2,3590192308,URN:catalog:CLO:EBIRD:OBS1099637902,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
3,3679977656,URN:catalog:CLO:EBIRD:OBS1111246205,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
4,4245628144,URN:catalog:CLO:EBIRD:OBS1385753892,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
6,3623865587,URN:catalog:CLO:EBIRD:OBS1116014374,Passeriformes,Passeridae,Passer,Passer montanus
7,3625850782,URN:catalog:CLO:EBIRD:OBS1116026406,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
8,3529815882,URN:catalog:CLO:EBIRD:OBS1121887083,Passeriformes,Motacillidae,Motacilla,Motacilla tschutschensis
9,3568045343,URN:catalog:CLO:EBIRD:OBS1129473871,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
10,4670950711,URN:catalog:CLO:EBIRD:OBS1737370489,Columbiformes,Columbidae,Columba,Columba livia
11,3622039550,URN:catalog:CLO:EBIRD:OBS1086340977,Passeriformes,Corvidae,Corvus,
12,5311394746,URN:catalog:CLO:EBIRD:OBS1980598424,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
13,3517785173,URN:catalog:CLO:EBIRD:OBS1122476003,Passeriformes,Laniidae,Lanius,Lanius cristatus
14,3518288984,URN:catalog:CLO:EBIRD:OBS1054332205,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
16,4212913016,URN:catalog:CLO:EBIRD:OBS1384406480,Apodiformes,Apodidae,Collocalia,Collocalia marginata
17,4246655713,URN:catalog:CLO:EBIRD:OBS1518646403,Passeriformes,Laniidae,Lanius,Lanius cristatus
18,4699835835,URN:catalog:CLO:EBIRD:OBS1609959563,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
19,3654731987,URN:catalog:CLO:EBIRD:OBS1278134615,Pelecaniformes,Ardeidae,Butorides,Butorides striata
20,3558024807,URN:catalog:CLO:EBIRD:OBS1073190942,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
21,3673891003,URN:catalog:CLO:EBIRD:OBS1117992340,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
22,4307876255,URN:catalog:CLO:EBIRD:OBS1315916223,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
23,3276660202,URN:catalog:CLO:EBIRD:OBS1002671436,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
24,3639081354,URN:catalog:CLO:EBIRD:OBS1219817909,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
25,3679706703,URN:catalog:CLO:EBIRD:OBS1111246214,Columbiformes,Columbidae,Geopelia,Geopelia striata
26,4332278115,URN:catalog:CLO:EBIRD:OBS1357358307,Columbiformes,Columbidae,Geopelia,Geopelia striata
27,3511172488,URN:catalog:CLO:EBIRD:OBS1111248993,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
28,3518284518,URN:catalog:CLO:EBIRD:OBS1117989322,Passeriformes,Passeridae,Passer,Passer montanus
29,3224383562,URN:catalog:CLO:EBIRD:OBS915646125,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
30,5364257996,URN:catalog:CLO:EBIRD:OBS2218373312,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
31,4264366576,URN:catalog:CLO:EBIRD:OBS1466546094,Passeriformes,Passeridae,Passer,Passer montanus
32,4296841171,URN:catalog:CLO:EBIRD:OBS1477838895,Apodiformes,Apodidae,Collocalia,Collocalia marginata
33,5482900851,URN:catalog:CLO:EBIRD:OBS2552281878,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
34,3598055333,URN:catalog:CLO:EBIRD:OBS1092826698,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
35,4631149343,URN:catalog:CLO:EBIRD:OBS1630537587,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
36,4692878131,URN:catalog:CLO:EBIRD:OBS1632748399,Passeriformes,Laniidae,Lanius,Lanius cristatus
37,3548239784,URN:catalog:CLO:EBIRD:OBS1069482036,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
38,3551331461,URN:catalog:CLO:EBIRD:OBS1129473874,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
39,4259042077,URN:catalog:CLO:EBIRD:OBS1380470426,Passeriformes,Passeridae,Passer,Passer montanus
40,4313551814,URN:catalog:CLO:EBIRD:OBS1430310169,Columbiformes,Columbidae,Geopelia,Geopelia striata
41,3168302515,URN:catalog:CLO:EBIRD:OBS915645734,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
43,5479194766,URN:catalog:CLO:EBIRD:OBS2560204076,Passeriformes,Sturnidae,Sarcops,Sarcops calvus
44,3233230860,URN:catalog:CLO:EBIRD:OBS845949802,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
45,3228816617,URN:catalog:CLO:EBIRD:OBS864316670,Charadriiformes,Laridae,Chlidonias,Chlidonias hybrida
46,3231810876,URN:catalog:CLO:EBIRD:OBS917425577,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
47,3607390356,URN:catalog:CLO:EBIRD:OBS1194029599,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
48,4260115634,URN:catalog:CLO:EBIRD:OBS1378237442,Passeriformes,Passeridae,Passer,Passer montanus
49,3511784227,URN:catalog:CLO:EBIRD:OBS1081460632,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
50,3665109486,URN:catalog:CLO:EBIRD:OBS1234561857,Passeriformes,Corvidae,Corvus,
51,4207550867,URN:catalog:CLO:EBIRD:OBS1339270383,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
52,4648016174,URN:catalog:CLO:EBIRD:OBS1639025167,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
53,4191310208,URN:catalog:CLO:EBIRD:OBS1350507686,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
54,5345299544,URN:catalog:CLO:EBIRD:OBS2287226726,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
55,4688493444,URN:catalog:CLO:EBIRD:OBS1597543446,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
56,3520203292,URN:catalog:CLO:EBIRD:OBS1117989323,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
57,3663026648,URN:catalog:CLO:EBIRD:OBS1073188620,Columbiformes,Columbidae,Geopelia,Geopelia striata
58,3581355879,URN:catalog:CLO:EBIRD:OBS1256276499,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
59,4271617694,URN:catalog:CLO:EBIRD:OBS1479578038,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
60,3685268617,URN:catalog:CLO:EBIRD:OBS1251721842,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
61,3653860750,URN:catalog:CLO:EBIRD:OBS1219817905,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
62,3570016974,URN:catalog:CLO:EBIRD:OBS1237382195,Passeriformes,Passeridae,Passer,Passer montanus
63,4302850300,URN:catalog:CLO:EBIRD:OBS1329314365,Columbiformes,Columbidae,Treron,Treron vernans
64,3541154973,URN:catalog:CLO:EBIRD:OBS1073190945,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
65,3618007845,URN:catalog:CLO:EBIRD:OBS1098581587,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
66,3638453221,URN:catalog:CLO:EBIRD:OBS1222162981,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
67,4736151612,URN:catalog:CLO:EBIRD:OBS1639025159,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
68,3677712256,URN:catalog:CLO:EBIRD:OBS1073182833,Passeriformes,Corvidae,Corvus,
70,4284795079,URN:catalog:CLO:EBIRD:OBS1344447032,Passeriformes,Estrildidae,Lonchura,Lonchura atricapilla
71,4299937519,URN:catalog:CLO:EBIRD:OBS1331007111,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
72,3516870823,URN:catalog:CLO:EBIRD:OBS1121865324,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
73,4209935487,URN:catalog:CLO:EBIRD:OBS1336401568,Passeriformes,Laniidae,Lanius,Lanius cristatus
74,3621949082,URN:catalog:CLO:EBIRD:OBS1111255400,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
75,4326861149,URN:catalog:CLO:EBIRD:OBS1344447037,Passeriformes,Campephagidae,Lalage,Lalage nigra
76,3674723987,URN:catalog:CLO:EBIRD:OBS1114407114,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
77,4308155501,URN:catalog:CLO:EBIRD:OBS1094481662,Galliformes,Phasianidae,Gallus,Gallus gallus
78,3280956744,URN:catalog:CLO:EBIRD:OBS1027283640,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
79,5587152983,URN:catalog:CLO:EBIRD:OBS1956750321,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
80,3622585988,URN:catalog:CLO:EBIRD:OBS1260328585,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
81,4227552607,URN:catalog:CLO:EBIRD:OBS1315919280,Passeriformes,Passeridae,Passer,Passer montanus
82,4836003829,URN:catalog:CLO:EBIRD:OBS1956762784,Passeriformes,Passeridae,Passer,Passer montanus
83,3551463812,URN:catalog:CLO:EBIRD:OBS1069482039,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
84,3511656430,URN:catalog:CLO:EBIRD:OBS1080186944,Passeriformes,Passeridae,Passer,Passer montanus
85,3652137736,URN:catalog:CLO:EBIRD:OBS1242471483,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
86,3281952793,URN:catalog:CLO:EBIRD:OBS1027283643,Passeriformes,Laniidae,Lanius,Lanius cristatus
87,3530852613,URN:catalog:CLO:EBIRD:OBS1054332208,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
88,3280284913,URN:catalog:CLO:EBIRD:OBS1027283635,Passeriformes,Passeridae,Passer,Passer montanus
89,3592581570,URN:catalog:CLO:EBIRD:OBS1091761607,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
91,3153547599,URN:catalog:CLO:EBIRD:OBS917191086,Passeriformes,Passeridae,Passer,Passer montanus
92,3156744374,URN:catalog:CLO:EBIRD:OBS917191088,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
93,4673523137,URN:catalog:CLO:EBIRD:OBS1722013745,Pelecaniformes,Ardeidae,Botaurus,
94,3614309431,URN:catalog:CLO:EBIRD:OBS1145763442,Passeriformes,Passeridae,Passer,Passer montanus
96,4747118961,URN:catalog:CLO:EBIRD:OBS1721892648,Columbiformes,Columbidae,Geopelia,Geopelia striata
97,3614865158,URN:catalog:CLO:EBIRD:OBS1132503817,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
99,4232027150,URN:catalog:CLO:EBIRD:OBS1517404746,Passeriformes,Muscicapidae,Monticola,Monticola solitarius
100,4751619429,URN:catalog:CLO:EBIRD:OBS1597543439,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
101,4239657597,URN:catalog:CLO:EBIRD:OBS1474633455,Apodiformes,Apodidae,Collocalia,Collocalia marginata
102,3675083504,URN:catalog:CLO:EBIRD:OBS1114407111,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
103,3584336266,URN:catalog:CLO:EBIRD:OBS1259552855,Passeriformes,Passeridae,Passer,Passer montanus
104,3667962384,URN:catalog:CLO:EBIRD:OBS1241360933,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
105,3301265198,URN:catalog:CLO:EBIRD:OBS1027283637,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
106,3597689033,URN:catalog:CLO:EBIRD:OBS1082135747,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica
107,3638183803,URN:catalog:CLO:EBIRD:OBS1222162980,Passeriformes,Passeridae,Passer,Passer montanus
108,3558974843,URN:catalog:CLO:EBIRD:OBS1266508548,Columbiformes,Columbidae,Columba,Columba livia
109,4780040369,URN:catalog:CLO:EBIRD:OBS1630537585,Passeriformes,Corvidae,Corvus,
110,3508098649,URN:catalog:CLO:EBIRD:OBS1084314129,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
111,4213459310,URN:catalog:CLO:EBIRD:OBS1339270380,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
112,3238555145,URN:catalog:CLO:EBIRD:OBS922352518,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
113,5417873222,URN:catalog:CLO:EBIRD:OBS2414893834,Passeriformes,Passeridae,Passer,Passer montanus
114,3553548395,URN:catalog:CLO:EBIRD:OBS1117989307,Passeriformes,Passeridae,Passer,Passer montanus
115,3258131367,URN:catalog:CLO:EBIRD:OBS998236722,Passeriformes,Laniidae,Lanius,Lanius cristatus
116,3195295593,URN:catalog:CLO:EBIRD:OBS1008206967,Passeriformes,Corvidae,Corvus,
117,3552829694,URN:catalog:CLO:EBIRD:OBS1246521780,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
118,3671060036,URN:catalog:CLO:EBIRD:OBS1077834926,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
119,4319601182,URN:catalog:CLO:EBIRD:OBS1478274995,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
120,4294439291,URN:catalog:CLO:EBIRD:OBS1315916219,Passeriformes,Laniidae,Lanius,Lanius cristatus
121,3684318266,URN:catalog:CLO:EBIRD:OBS1116027944,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
122,3523027147,URN:catalog:CLO:EBIRD:OBS1129093316,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
123,3623774845,URN:catalog:CLO:EBIRD:OBS1251706967,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
124,4197431397,URN:catalog:CLO:EBIRD:OBS1588575178,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
125,3632977611,URN:catalog:CLO:EBIRD:OBS1260328583,Apodiformes,Apodidae,Collocalia,Collocalia marginata
127,3588721158,URN:catalog:CLO:EBIRD:OBS1084314137,Passeriformes,Oriolidae,Oriolus,Oriolus chinensis
128,3187251481,URN:catalog:CLO:EBIRD:OBS998238270,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
129,3649843030,URN:catalog:CLO:EBIRD:OBS1218004473,Passeriformes,Estrildidae,Lonchura,Lonchura atricapilla
130,4186379825,URN:catalog:CLO:EBIRD:OBS1331009394,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
131,3619827542,URN:catalog:CLO:EBIRD:OBS1165842382,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
132,3656233382,URN:catalog:CLO:EBIRD:OBS1212607150,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
133,4305879666,URN:catalog:CLO:EBIRD:OBS1329314362,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
134,4663347053,URN:catalog:CLO:EBIRD:OBS1794104828,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
135,3671988370,URN:catalog:CLO:EBIRD:OBS1092826699,Passeriformes,Passeridae,Passer,Passer montanus
137,3563376652,URN:catalog:CLO:EBIRD:OBS1215786346,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
138,4286462734,URN:catalog:CLO:EBIRD:OBS1385753878,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
140,3589656809,URN:catalog:CLO:EBIRD:OBS1080182077,Passeriformes,Hirundinidae,Hirundo,Hirundo javanica
141,3541164676,URN:catalog:CLO:EBIRD:OBS1266508554,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
142,4675082546,URN:catalog:CLO:EBIRD:OBS1895420878,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
143,3650575082,URN:catalog:CLO:EBIRD:OBS1234561849,Passeriformes,Laniidae,Lanius,Lanius cristatus
144,3673196589,URN:catalog:CLO:EBIRD:OBS1119956127,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
145,4832729739,URN:catalog:CLO:EBIRD:OBS1737370490,Galliformes,Phasianidae,Pavo,Pavo cristatus
146,4292814506,URN:catalog:CLO:EBIRD:OBS1399595450,Passeriformes,Passeridae,Passer,Passer montanus
147,3610199096,URN:catalog:CLO:EBIRD:OBS1103447738,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
148,3511282036,URN:catalog:CLO:EBIRD:OBS1111248991,Columbiformes,Columbidae,Geopelia,Geopelia striata
150,3205069556,URN:catalog:CLO:EBIRD:OBS1008206976,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
151,5416747517,URN:catalog:CLO:EBIRD:OBS2527578497,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
152,3201760570,URN:catalog:CLO:EBIRD:OBS1008206971,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
153,4294692884,URN:catalog:CLO:EBIRD:OBS1430310162,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
154,3674801129,URN:catalog:CLO:EBIRD:OBS1121865207,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
155,5376505740,URN:catalog:CLO:EBIRD:OBS2431090530,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
156,3633981751,URN:catalog:CLO:EBIRD:OBS1117792184,Passeriformes,Dicaeidae,Dicaeum,Dicaeum australe
157,3658880754,URN:catalog:CLO:EBIRD:OBS1140362945,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
158,4223895980,URN:catalog:CLO:EBIRD:OBS1331009386,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
159,4291430522,URN:catalog:CLO:EBIRD:OBS1315919607,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
160,4304028825,URN:catalog:CLO:EBIRD:OBS1320625191,Passeriformes,Passeridae,Passer,Passer montanus
161,4303873545,URN:catalog:CLO:EBIRD:OBS1313293441,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
163,4297809016,URN:catalog:CLO:EBIRD:OBS1329314368,Passeriformes,Passeridae,Passer,Passer montanus
165,3514667324,URN:catalog:CLO:EBIRD:OBS1122476000,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
166,3513732725,URN:catalog:CLO:EBIRD:OBS1082147013,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica
167,3620847482,URN:catalog:CLO:EBIRD:OBS1222162977,Passeriformes,Zosteropidae,Zosterops,Zosterops meyeni
168,4304066758,URN:catalog:CLO:EBIRD:OBS1361349422,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
169,3672793718,URN:catalog:CLO:EBIRD:OBS1140362951,Passeriformes,Corvidae,Corvus,
170,4183060422,URN:catalog:CLO:EBIRD:OBS1315919483,Columbiformes,Columbidae,Geopelia,Geopelia striata
172,3677257972,URN:catalog:CLO:EBIRD:OBS1073180555,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
173,3577808934,URN:catalog:CLO:EBIRD:OBS1242462501,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
174,3200103774,URN:catalog:CLO:EBIRD:OBS976509745,Columbiformes,Columbidae,Columba,Columba livia
175,3263641881,URN:catalog:CLO:EBIRD:OBS1011600298,Passeriformes,Passeridae,Passer,Passer montanus
176,3619221660,URN:catalog:CLO:EBIRD:OBS1116026408,Passeriformes,Sturnidae,Acridotheres,Acridotheres cristatellus
177,5653745846,URN:catalog:CLO:EBIRD:OBS2733710874,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
178,3667155072,URN:catalog:CLO:EBIRD:OBS1241360931,Passeriformes,Passeridae,Passer,Passer montanus
179,3666695261,URN:catalog:CLO:EBIRD:OBS1111245695,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
181,4220504724,URN:catalog:CLO:EBIRD:OBS1384406476,Passeriformes,Laniidae,Lanius,Lanius cristatus
182,4377150596,URN:catalog:CLO:EBIRD:OBS1385753885,Passeriformes,Corvidae,Corvus,
183,4794470763,URN:catalog:CLO:EBIRD:OBS1630537581,Columbiformes,Columbidae,Geopelia,Geopelia striata
184,4197374750,URN:catalog:CLO:EBIRD:OBS1320624418,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
185,3231341519,URN:catalog:CLO:EBIRD:OBS915640006,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
186,3556899430,URN:catalog:CLO:EBIRD:OBS1266508558,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
187,4345482029,URN:catalog:CLO:EBIRD:OBS1339270382,Pelecaniformes,Ardeidae,Butorides,Butorides striata
188,3670805906,URN:catalog:CLO:EBIRD:OBS1073188625,Columbiformes,Columbidae,Columba,Columba livia
189,3672743863,URN:catalog:CLO:EBIRD:OBS1114407115,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
190,3617647956,URN:catalog:CLO:EBIRD:OBS1119129878,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
192,4341993327,URN:catalog:CLO:EBIRD:OBS1315916225,Columbiformes,Columbidae,Geopelia,Geopelia striata
193,3235984901,URN:catalog:CLO:EBIRD:OBS933608507,Passeriformes,Passeridae,Passer,Passer montanus
194,4252973127,URN:catalog:CLO:EBIRD:OBS1380470427,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
195,4380273448,URN:catalog:CLO:EBIRD:OBS1385753893,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
197,3531449836,URN:catalog:CLO:EBIRD:OBS1112488558,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
198,3652369598,URN:catalog:CLO:EBIRD:OBS1140362944,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
199,3643545430,URN:catalog:CLO:EBIRD:OBS1145763449,Columbiformes,Columbidae,Geopelia,Geopelia striata
200,3154789717,URN:catalog:CLO:EBIRD:OBS915645731,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
201,4845359792,URN:catalog:CLO:EBIRD:OBS1737370487,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
202,3671275241,URN:catalog:CLO:EBIRD:OBS1098562102,Columbiformes,Columbidae,Geopelia,Geopelia striata
203,3523027151,URN:catalog:CLO:EBIRD:OBS1129095549,Columbiformes,Columbidae,Columba,Columba livia
204,5586844881,URN:catalog:CLO:EBIRD:OBS2540247940,Passeriformes,Laniidae,Lanius,Lanius cristatus
205,3208991883,URN:catalog:CLO:EBIRD:OBS1000063998,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
206,3537024293,URN:catalog:CLO:EBIRD:OBS1081460639,Apodiformes,Apodidae,Collocalia,Collocalia marginata
207,4214471412,URN:catalog:CLO:EBIRD:OBS1361349414,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
208,3686758162,URN:catalog:CLO:EBIRD:OBS1111246209,Passeriformes,Acanthizidae,Gerygone,Gerygone sulphurea
209,3630648873,URN:catalog:CLO:EBIRD:OBS1251706966,Columbiformes,Columbidae,Geopelia,Geopelia striata
210,3605508269,URN:catalog:CLO:EBIRD:OBS1117836179,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
211,4610048142,URN:catalog:CLO:EBIRD:OBS1794104824,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
212,4696454557,URN:catalog:CLO:EBIRD:OBS1726714921,Psittaciformes,Psittacidae,Loriculus,Loriculus philippensis
213,5611844102,URN:catalog:CLO:EBIRD:OBS1953191518,Passeriformes,Hirundinidae,Cecropis,Cecropis daurica
214,4703903825,URN:catalog:CLO:EBIRD:OBS1630537309,Columbiformes,Columbidae,Columba,Columba livia
215,5375379810,URN:catalog:CLO:EBIRD:OBS1954981491,Passeriformes,Passeridae,Passer,Passer montanus
216,5577158333,URN:catalog:CLO:EBIRD:OBS2431090544,Pelecaniformes,Ardeidae,Ardea,
217,4337979232,URN:catalog:CLO:EBIRD:OBS1323152438,Gruiformes,Rallidae,Amaurornis,Amaurornis phoenicurus
218,4820689569,URN:catalog:CLO:EBIRD:OBS1722013747,Pelecaniformes,Ardeidae,Ardea,Ardea alba
219,3641635437,URN:catalog:CLO:EBIRD:OBS1274963899,Passeriformes,Laniidae,Lanius,Lanius cristatus
220,4810975093,URN:catalog:CLO:EBIRD:OBS1726714922,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
221,4384587809,URN:catalog:CLO:EBIRD:OBS1467264192,Apodiformes,Apodidae,Collocalia,Collocalia marginata
222,3658105541,URN:catalog:CLO:EBIRD:OBS1242468425,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta
223,3195542862,URN:catalog:CLO:EBIRD:OBS1014073110,Passeriformes,Passeridae,Passer,Passer montanus
224,4830821457,URN:catalog:CLO:EBIRD:OBS1951648813,Passeriformes,Nectariniidae,Cinnyris,Cinnyris jugularis
225,4324214566,URN:catalog:CLO:EBIRD:OBS1329314363,Apodiformes,Apodidae,Collocalia,Collocalia marginata
226,3540631691,URN:catalog:CLO:EBIRD:OBS1093523361,Columbiformes,Columbidae,Geopelia,Geopelia striata
227,3640778722,URN:catalog:CLO:EBIRD:OBS1212607149,Piciformes,Picidae,Yungipicus,Yungipicus maculatus
228,4228092347,URN:catalog:CLO:EBIRD:OBS1361349416,Passeriformes,Rhipiduridae,Rhipidura,Rhipidura nigritorquis
229,3648915352,URN:catalog:CLO:EBIRD:OBS1220882739,Coraciiformes,Alcedinidae,Todiramphus,Todiramphus chloris
230,4795497970,URN:catalog:CLO:EBIRD:OBS1846539957,Columbiformes,Columbidae,Geopelia,Geopelia striata
231,5516576219,URN:catalog:CLO:EBIRD:OBS1956772186,Passeriformes,Passeridae,Passer,Passer montanus
232,4299983369,URN:catalog:CLO:EBIRD:OBS1591411421,Columbiformes,Columbidae,Spilopelia,Spilopelia chinensis
234,4754222145,URN:catalog:CLO:EBIRD:OBS1944409720,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
235,5358843375,URN:catalog:CLO:EBIRD:OBS1956771823,Passeriformes,Sturnidae,Aplonis,Aplonis panayensis
236,3547213067,URN:catalog:CLO:EBIRD:OBS1251721851,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus goiavier
237,3166966695,URN:catalog:CLO:EBIRD:OBS915632774,Passeriformes,Corvidae,Corvus,
238,3151092875,URN:catalog:CLO:EBIRD:OBS915795111,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
239,4198458142,URN:catalog:CLO:EBIRD:OBS1324153267,Columbiformes,Columbidae,Geopelia,Geopelia striata
240,3646320901,URN:catalog:CLO:EBIRD:OBS1117792186,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
242,3238559897,URN:catalog:CLO:EBIRD:OBS862792019,Columbiformes,Columbidae,Geopelia,Geopelia striata
243,3603602431,URN:catalog:CLO:EBIRD:OBS1194029598,Passeriformes,Passeridae,Passer,Passer montanus
244,3558412658,URN:catalog:CLO:EBIRD:OBS1266508559,Passeriformes,Passeridae,Passer,Passer montanus
245,3632223386,URN:catalog:CLO:EBIRD:OBS1274963897,Passeriformes,Artamidae,Artamus,Artamus leucorhynchos
246,3155969810,URN:catalog:CLO:EBIRD:OBS915679434,Piciformes,Megalaimidae,Psilopogon,Psilopogon haemacephalus
248,4761675036,URN:catalog:CLO:EBIRD:OBS1956762787,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea
